GPU available: False, used: False
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
Pre-train Generator...






Epoch 0:  85%|████████▌ | 135/158 [00:12<00:02, 10.68it/s, loss=2.74, v_num=mqby]
2025-08-17 04:02:48,408 INFO [eval] {"step": 12, "prop/validity": 0.9355969551282052, "prop/uniqueness": 0.9157477786104271, "prop/novelty": 0.9176993219546411, "prop/diversity": 0.8833559456581425, "prop/vol_nhoc_mean": 0.44468218796181314, "prop/vol_nhoc_std": 0.21593761586978782, "prop/vol_nhoc_min": 0.01195367422639227, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.7316816863233799, "epoch": 13}
[vol_nhoc]: [Mean: 0.445   STD: 0.216   MIN: 0.012   MAX: 0.957]
********************************************************************************
Updating Discriminator...
[1mEpoch 14[22m / 100, G_STEP 1 / 1, PG_Loss: 47.868
Generating 10000 samples for evaluation...





















































 99%|█████████▉| 155/156 [01:47<00:00,  1.34it/s]

100%|██████████| 156/156 [01:47<00:00,  1.45it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9352    (93.67%)
Uniqueness:   8551    (91.43%)
Novelty:      7878    (92.13%)
Diversity:    0.88
Samples of Novel SMILES:
CCCC(CC1CC1(C)C)C(C)C
CCC1C2CC2CCC(C)(C)C2CC12
CC1(C)C2CCC1(C1CC1)C2
CCC1(C)CC(C)CCC12CCC2
CC(C)C(C)CC12CCCC1CC2
[vol_nhoc]: [Mean: 0.460   STD: 0.213   MIN: 0.012   MAX: 0.937]
********************************************************************************
Updating Discriminator...
2025-08-17 04:21:23,131 INFO [eval] {"step": 13, "prop/validity": 0.936698717948718, "prop/uniqueness": 0.914349871685201, "prop/novelty": 0.9212957548824698, "prop/diversity": 0.882696094201429, "prop/vol_nhoc_mean": 0.45974393540858133, "prop/vol_nhoc_std": 0.21278603295514562, "prop/vol_nhoc_min": 0.011611747556882863, "prop/vol_nhoc_max": 0.9373978334870534, "prop/objective": 0.7383664430667103, "epoch": 14}
[1mEpoch 15[22m / 100, G_STEP 1 / 1, PG_Loss: 94.725
Generating 10000 samples for evaluation...


































100%|██████████| 156/156 [01:12<00:00,  2.16it/s]
Total Computational Time: [1m 5.15 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9325    (93.40%)
Uniqueness:   8576    (91.97%)
Novelty:      7912    (92.26%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCC(C)C(C)C2CCCCC(CC2)C1
CCC(C)(C)CC1(CC(C)C)CCC(C)C1
CCC1(C)CC(C(C)(C)C)(C(C)(C)C)C1
CCC1CCCC2CCC(C(C)C)C12CC
CC1CC1CC(C)C(C)C1(C)CC1
[vol_nhoc]: [Mean: 0.463   STD: 0.213   MIN: 0.016   MAX: 0.927]
********************************************************************************
2025-08-17 04:40:04,519 INFO [eval] {"step": 14, "prop/validity": 0.9339943910256411, "prop/uniqueness": 0.9196782841823057, "prop/novelty": 0.9225746268656716, "prop/diversity": 0.883453726169158, "prop/vol_nhoc_mean": 0.4626988027436738, "prop/vol_nhoc_std": 0.21332209443179834, "prop/vol_nhoc_min": 0.015960848308633643, "prop/vol_nhoc_max": 0.9272659854423128, "prop/objective": 0.7403289815121932, "epoch": 15}
Updating Discriminator...
[1mEpoch 16[22m / 100, G_STEP 1 / 1, PG_Loss: 75.514
Generating 10000 samples for evaluation...




































100%|██████████| 156/156 [01:13<00:00,  2.11it/s]
Total Computational Time: [1m 5.47 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9384    (93.99%)
Uniqueness:   8573    (91.36%)
Novelty:      7910    (92.27%)
Diversity:    0.88
Samples of Novel SMILES:
CC12CC3C1CC1CC13C2
CCCCC1(C)CC1(C)C(C)C
CC1CCC2CC2C(C)C2CCC2C1
CCC(CC)C(C)C
CCC1CCCCCCCC12CCCCC2
[vol_nhoc]: [Mean: 0.465   STD: 0.210   MIN: 0.009   MAX: 0.925]
********************************************************************************
2025-08-17 04:59:17,890 INFO [eval] {"step": 15, "prop/validity": 0.9399038461538461, "prop/uniqueness": 0.9135763000852515, "prop/novelty": 0.9226641782339904, "prop/diversity": 0.8828062829046057, "prop/vol_nhoc_mean": 0.46454283759133624, "prop/vol_nhoc_std": 0.21025777421829284, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9247131969146357, "prop/objective": 0.7410459999311522, "epoch": 16}
Updating Discriminator...
[1mEpoch 17[22m / 100, G_STEP 1 / 1, PG_Loss: 67.768
Generating 10000 samples for evaluation...


































 99%|█████████▉| 155/156 [01:09<00:00,  1.79it/s]

100%|██████████| 156/156 [01:10<00:00,  2.22it/s]
Results Report:
********************************************************************************
Total Mols:   9982
Validity:     9398    (94.15%)
Uniqueness:   8629    (91.82%)
Novelty:      7921    (91.80%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCC12CC1C(C)(C)CC1(C)CC2C
CC(C)C(C)C(C)C1CCCCCC1C
CCC(CC)C(C)C
CC1CCCCCC1CC1CC(C)(C)C1C
CC1CCC(C)(C)CC12C1CC(C1)C2C
2025-08-17 05:18:15,940 INFO [eval] {"step": 16, "prop/validity": 0.941494690442797, "prop/uniqueness": 0.9181740795914024, "prop/novelty": 0.9179510951442809, "prop/diversity": 0.8832374796362825, "prop/vol_nhoc_mean": 0.4729933940940168, "prop/vol_nhoc_std": 0.2114864531065877, "prop/vol_nhoc_min": 0.012123102606172885, "prop/vol_nhoc_max": 0.9544616173377332, "prop/objective": 0.7447213306733028, "epoch": 17}
[vol_nhoc]: [Mean: 0.473   STD: 0.211   MIN: 0.012   MAX: 0.954]
********************************************************************************
Updating Discriminator...
[1mEpoch 18[22m / 100, G_STEP 1 / 1, PG_Loss: 66.864
Generating 10000 samples for evaluation...


































100%|██████████| 156/156 [01:10<00:00,  2.23it/s]
Total Computational Time: [1m 6.10 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9390    (94.05%)
Uniqueness:   8563    (91.19%)
Novelty:      7864    (91.84%)
Diversity:    0.88
Samples of Novel SMILES:
C1CC2CC2CCC23CCC2CCC1C3
CC1C2CCC3C4CC2(C)CC1C34C
CCCCC1(C)CCC12CC2
CCC1CCC2(C)CC2CC2CC12C
CCC(C)C1CCCCCCCC2(CC2)C1
[vol_nhoc]: [Mean: 0.478   STD: 0.211   MIN: 0.015   MAX: 0.936]
********************************************************************************
Updating Discriminator...
2025-08-17 05:36:30,766 INFO [eval] {"step": 17, "prop/validity": 0.9405048076923077, "prop/uniqueness": 0.9119275825346113, "prop/novelty": 0.9183697302347308, "prop/diversity": 0.8827884479077281, "prop/vol_nhoc_mean": 0.4775823077039318, "prop/vol_nhoc_std": 0.21073105936960695, "prop/vol_nhoc_min": 0.0152069371038594, "prop/vol_nhoc_max": 0.9361756031855205, "prop/objective": 0.7451933471739027, "epoch": 18}
[1mEpoch 19[22m / 100, G_STEP 1 / 1, PG_Loss: 119.041
Generating 10000 samples for evaluation...







































100%|██████████| 156/156 [01:18<00:00,  1.98it/s]
Total Computational Time: [1m 6.41 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9405    (94.21%)
Uniqueness:   8550    (90.91%)
Novelty:      7909    (92.50%)
Diversity:    0.88
Samples of Novel SMILES:
CC1C2C3CC3(CC3CC3)C12
C1CC2CCCC3CC(C1)CC3C2
CCC1(C)CC(C)(C)CCC(C)CC1(C)C
CC1(C)CCC(C2(C)CC2)C1
CC1CC2CCC3C(C)C3C2(C)C1
2025-08-17 05:55:37,206 INFO [eval] {"step": 18, "prop/validity": 0.942101572673545, "prop/uniqueness": 0.9090909090909091, "prop/novelty": 0.9250292397660819, "prop/diversity": 0.882599433459165, "prop/vol_nhoc_mean": 0.4840580008334841, "prop/vol_nhoc_std": 0.2102563314577911, "prop/vol_nhoc_min": 0.016550292304680237, "prop/vol_nhoc_max": 0.9559310281675567, "prop/objective": 0.7488675446395008, "epoch": 19}
[vol_nhoc]: [Mean: 0.484   STD: 0.210   MIN: 0.017   MAX: 0.956]
********************************************************************************
Updating Discriminator...
[1mEpoch 20[22m / 100, G_STEP 1 / 1, PG_Loss: 92.461
  4%|▍         | 7/156 [00:04<01:24,  1.77it/s]





































100%|██████████| 156/156 [01:17<00:00,  2.02it/s]
Total Computational Time: [1m 6.72 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9439    (94.54%)
Uniqueness:   8584    (90.94%)
Novelty:      7934    (92.43%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCCC2(CC1)CC1CCC2C1
CCCC12CC(CC3CCC1C3)C2
CC12CCC(CC3CC(C3)C1)C2
CC1CCCC(C2CCC3CC32)C1(C)C
CCC(CC)C(C)C
2025-08-17 06:13:55,782 INFO [eval] {"step": 19, "prop/validity": 0.9454126602564102, "prop/uniqueness": 0.9094183705901049, "prop/novelty": 0.924277726001864, "prop/diversity": 0.8828509699492412, "prop/vol_nhoc_mean": 0.48651747884691277, "prop/vol_nhoc_std": 0.2070490812784361, "prop/vol_nhoc_min": 0.0, "prop/vol_nhoc_max": 0.9577102281579662, "prop/objective": 0.750428742908441, "epoch": 20}
[vol_nhoc]: [Mean: 0.487   STD: 0.207   MIN: 0.000   MAX: 0.958]
********************************************************************************
Updating Discriminator...
[1mEpoch 21[22m / 100, G_STEP 1 / 1, PG_Loss: 111.883
Generating 10000 samples for evaluation...







































100%|██████████| 156/156 [01:19<00:00,  1.97it/s]
Total Computational Time: [1m 7.04 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9436    (94.51%)
Uniqueness:   8544    (90.55%)
Novelty:      7938    (92.91%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCC2(C1)CC(C)(C(C)C)CC2C
CCC(CC)C(C)C
CC1(C)CCC(C2(C)CC2)C1
CC(C)C(C)(C)C1CCC2CCCCC21
CC(C)CC1CC2(C)CCC1(C)C2
[vol_nhoc]: [Mean: 0.488   STD: 0.206   MIN: 0.017   MAX: 0.938]
********************************************************************************
Updating Discriminator...
2025-08-17 06:33:04,841 INFO [eval] {"step": 20, "prop/validity": 0.9451121794871795, "prop/uniqueness": 0.9054684188215345, "prop/novelty": 0.9290730337078652, "prop/diversity": 0.8831983039205059, "prop/vol_nhoc_mean": 0.48822060382118093, "prop/vol_nhoc_std": 0.20613370783037346, "prop/vol_nhoc_min": 0.016550292304680237, "prop/vol_nhoc_max": 0.9376525011777834, "prop/objective": 0.7512189679317882, "epoch": 21}
[1mEpoch 22[22m / 100, G_STEP 1 / 1, PG_Loss: 84.695
Generating 10000 samples for evaluation...






































100%|██████████| 156/156 [01:16<00:00,  2.03it/s]
Total Computational Time: [1m 7.33 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9460    (94.75%)
Uniqueness:   8518    (90.04%)
Novelty:      7874    (92.44%)
Diversity:    0.88
Samples of Novel SMILES:
C1CCC(C2CCCC3CC32)C1
CCCC12CC(CC3CCC1C3)C2
CCCC(C)CCC(C)C1(CC)CCCC1
CCC1C2CC(C)(CC)C12
CCCCCC(C)(C)CCCC
2025-08-17 06:50:33,065 INFO [eval] {"step": 21, "prop/validity": 0.9475160256410257, "prop/uniqueness": 0.9004228329809725, "prop/novelty": 0.9243953979807467, "prop/diversity": 0.8825855287158402, "prop/vol_nhoc_mean": 0.4989167369673586, "prop/vol_nhoc_std": 0.20615893332718763, "prop/vol_nhoc_min": 0.0128490807176981, "prop/vol_nhoc_max": 0.9575971401542348, "prop/objective": 0.7540335461074925, "epoch": 22}
[vol_nhoc]: [Mean: 0.499   STD: 0.206   MIN: 0.013   MAX: 0.958]
********************************************************************************
Updating Discriminator...
  3%|▎         | 4/156 [00:01<00:59,  2.54it/s]
[1mEpoch 23[22m / 100, G_STEP 1 / 1, PG_Loss: 127.626










































100%|██████████| 156/156 [01:24<00:00,  1.85it/s]
Total Computational Time: [1m 7.64 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9490    (95.05%)
Uniqueness:   8545    (90.04%)
Novelty:      7893    (92.37%)
Diversity:    0.88
Samples of Novel SMILES:
CCC12CC(CC3CCC1C3)C2
CC1CCC(C(C)(C)C)CCCC(C)(C)CC1
CC1(C)CCC(C)(CCC2(C)CCCC2)C1
CC(C)CC1CC1C1CC1
CC1C2CCC3(CC3C)C12
[vol_nhoc]: [Mean: 0.504   STD: 0.207   MIN: 0.017   MAX: 0.950]
********************************************************************************
Updating Discriminator...
2025-08-17 07:09:10,910 INFO [eval] {"step": 22, "prop/validity": 0.9505208333333334, "prop/uniqueness": 0.9004214963119073, "prop/novelty": 0.9236980690462259, "prop/diversity": 0.8824794162995689, "prop/vol_nhoc_mean": 0.5037988641855135, "prop/vol_nhoc_std": 0.2065376826513013, "prop/vol_nhoc_min": 0.016550292304680237, "prop/vol_nhoc_max": 0.9498887373549955, "prop/objective": 0.7564476254124988, "epoch": 23}
[1mEpoch 24[22m / 100, G_STEP 1 / 1, PG_Loss: 119.839
Generating 10000 samples for evaluation...










































100%|██████████| 156/156 [01:25<00:00,  1.82it/s]
Total Computational Time: [1m 7.94 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9503    (95.18%)
Uniqueness:   8434    (88.75%)
Novelty:      7788    (92.34%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CC2(C)CCC3(CCC3)C12C
CCC(C(C)C)C1C(CC)C2CCCC21
CC(C)C12CCC(C1)C1(C)CC12
CC1(C)CCC(C2(C)CC2)C1
CCC1(CC2CCCCC2)CC1C
[vol_nhoc]: [Mean: 0.510   STD: 0.205   MIN: 0.015   MAX: 0.948]
********************************************************************************
Updating Discriminator...
2025-08-17 07:27:09,916 INFO [eval] {"step": 23, "prop/validity": 0.9518229166666666, "prop/uniqueness": 0.8875092076186467, "prop/novelty": 0.9234052644059758, "prop/diversity": 0.881656934244702, "prop/vol_nhoc_mean": 0.5100767361991065, "prop/vol_nhoc_std": 0.20539437359665716, "prop/vol_nhoc_min": 0.014996042017450414, "prop/vol_nhoc_max": 0.9475883412254894, "prop/objective": 0.7565781722179005, "epoch": 24}
[1mEpoch 25[22m / 100, G_STEP 1 / 1, PG_Loss: 131.004
  4%|▍         | 7/156 [00:02<00:58,  2.56it/s]





































100%|██████████| 156/156 [01:16<00:00,  2.04it/s]
Total Computational Time: [1m 8.23 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9520    (95.35%)
Uniqueness:   8415    (88.39%)
Novelty:      7759    (92.20%)
Diversity:    0.88
Samples of Novel SMILES:
CC1C[ClH]CCCC2(CCC2C)CC1C
CC(C)CC1CC2CCCC1C21CC1C
CCC1CC(C)(CC)CCCC1(C)C
CC12CC3CCC4(C)CC4(C)CCC1C32
CC1(C)CCC(C2(C)CC2)C1
2025-08-17 07:44:37,076 INFO [eval] {"step": 24, "prop/validity": 0.9535256410256411, "prop/uniqueness": 0.8839285714285714, "prop/novelty": 0.9220439691027926, "prop/diversity": 0.881843357533638, "prop/vol_nhoc_mean": 0.5119077890737703, "prop/vol_nhoc_std": 0.20509915099052686, "prop/vol_nhoc_min": 0.0152069371038594, "prop/vol_nhoc_max": 0.9272659854423129, "prop/objective": 0.7566627519409092, "epoch": 25}
[vol_nhoc]: [Mean: 0.512   STD: 0.205   MIN: 0.015   MAX: 0.927]
********************************************************************************
Updating Discriminator...
[1mEpoch 26[22m / 100, G_STEP 1 / 1, PG_Loss: 104.400
Generating 10000 samples for evaluation...





























































 99%|█████████▊| 154/156 [02:01<00:01,  1.72it/s]

100%|██████████| 156/156 [02:03<00:00,  1.27it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9541    (95.56%)
Uniqueness:   8462    (88.69%)
Novelty:      7815    (92.35%)
Diversity:    0.88
Samples of Novel SMILES:
CC(C)C(C)C(C)C1CCCCCC1C
CCCCCC(C)(C)CCCC
CCC1C2CC3CCC2CCC31C
C1CC2CC1C21CCC2(CC2)C1
CCC1C(C(C)C)CCC1C1CCC1C
[vol_nhoc]: [Mean: 0.518   STD: 0.203   MIN: 0.011   MAX: 0.956]
********************************************************************************
Updating Discriminator...
2025-08-17 08:02:36,041 INFO [eval] {"step": 25, "prop/validity": 0.9556290064102564, "prop/uniqueness": 0.886909129022115, "prop/novelty": 0.9235405341526826, "prop/diversity": 0.8819320750137307, "prop/vol_nhoc_mean": 0.5178707638469829, "prop/vol_nhoc_std": 0.20338865251632532, "prop/vol_nhoc_min": 0.011235008274332324, "prop/vol_nhoc_max": 0.9559310281675567, "prop/objective": 0.760364039455804, "epoch": 26}
  0%|          | 0/156 [00:00<?, ?it/s]
[1mEpoch 27[22m / 100, G_STEP 1 / 1, PG_Loss: 90.602









































100%|██████████| 156/156 [01:21<00:00,  1.92it/s]
Total Computational Time: [1m 8.83 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9533    (95.48%)
Uniqueness:   8319    (87.27%)
Novelty:      7677    (92.28%)
Diversity:    0.88
Samples of Novel SMILES:
CCCC1CC12CCC2(C)CC
CC1CC12CC1CCCCCC1C2C
CCC1CCC2(CCCC2(C)CC)C1
CCC1CCC2CC3CCCCCC13C2
CCC(CC)C(C)C
2025-08-17 08:20:20,976 INFO [eval] {"step": 26, "prop/validity": 0.9548277243589743, "prop/uniqueness": 0.8726528899611875, "prop/novelty": 0.9228272628921745, "prop/diversity": 0.8812227996304535, "prop/vol_nhoc_mean": 0.5218883019744132, "prop/vol_nhoc_std": 0.20431153140255365, "prop/vol_nhoc_min": 0.01855192059383908, "prop/vol_nhoc_max": 0.9274986318829913, "prop/objective": 0.7588168962322326, "epoch": 27}
[vol_nhoc]: [Mean: 0.522   STD: 0.204   MIN: 0.019   MAX: 0.927]
********************************************************************************
Updating Discriminator...
  0%|          | 0/156 [00:00<?, ?it/s]
[1mEpoch 28[22m / 100, G_STEP 1 / 1, PG_Loss: 135.749













































100%|██████████| 156/156 [01:30<00:00,  1.73it/s]
Total Computational Time: [1m 9.15 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9582    (95.97%)
Uniqueness:   8370    (87.35%)
Novelty:      7746    (92.54%)
Diversity:    0.88
Samples of Novel SMILES:
CCCCCC1(CC)CCC2CC2C1
CCC12CCC3(CC1)CC(C)CCCCC23
CCC1(C)CCC2CC1CC1CCC12
CCC(CC)C(C)C
CC1(C)CCC(C2(C)CC2)C1
2025-08-17 08:39:42,964 INFO [eval] {"step": 27, "prop/validity": 0.9597355769230769, "prop/uniqueness": 0.873512836568566, "prop/novelty": 0.9254480286738351, "prop/diversity": 0.8812536593460877, "prop/vol_nhoc_mean": 0.5264724764596072, "prop/vol_nhoc_std": 0.20310419181199296, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9303206932408814, "prop/objective": 0.7623282790169386, "epoch": 28}
[vol_nhoc]: [Mean: 0.526   STD: 0.203   MIN: 0.009   MAX: 0.930]
********************************************************************************
Updating Discriminator...
[1mEpoch 29[22m / 100, G_STEP 1 / 1, PG_Loss: 137.705
Generating 10000 samples for evaluation...






































100%|██████████| 156/156 [01:16<00:00,  2.03it/s]
Total Computational Time: [1m 9.46 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9533    (95.48%)
Uniqueness:   8287    (86.93%)
Novelty:      7637    (92.16%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CC2CC3CCCCC3(C1)CC21CC1
CC12CC3CCC4CC3C3C1C432
CC1CC2CCC3CCCC1(CC2)C3C
CCC12CCCC1C1CCCC1(C)C2
CC(C)CC1CC1C1CC1
[vol_nhoc]: [Mean: 0.533   STD: 0.201   MIN: 0.009   MAX: 0.926]
********************************************************************************
Updating Discriminator...
2025-08-17 08:58:23,767 INFO [eval] {"step": 28, "prop/validity": 0.9548277243589743, "prop/uniqueness": 0.869296129235288, "prop/novelty": 0.9215638952576324, "prop/diversity": 0.8808436054476808, "prop/vol_nhoc_mean": 0.5332890214153576, "prop/vol_nhoc_std": 0.20065166418782093, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9262272256573915, "prop/objective": 0.7624531583365219, "epoch": 29}
[1mEpoch 30[22m / 100, G_STEP 1 / 1, PG_Loss: 121.237
  6%|▌         | 9/156 [00:04<01:26,  1.70it/s]






































100%|██████████| 156/156 [01:19<00:00,  1.97it/s]
Total Computational Time: [1m 9.75 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9575    (95.90%)
Uniqueness:   8275    (86.42%)
Novelty:      7682    (92.83%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1(C)CC2(CC2)CC12CC2
CC1(C)CCC(C2(C)CC2)C1
CCC1(CC2CCCCC2)CC1C
CCC1CC1(CC)C(C)C1CCC1
CC12CCCCC(C1)C21CCC1
[vol_nhoc]: [Mean: 0.538   STD: 0.202   MIN: 0.017   MAX: 0.929]
********************************************************************************
Updating Discriminator...
2025-08-17 09:15:34,013 INFO [eval] {"step": 29, "prop/validity": 0.9590344551282052, "prop/uniqueness": 0.8642297650130548, "prop/novelty": 0.9283383685800605, "prop/diversity": 0.880769594712071, "prop/vol_nhoc_mean": 0.5377611551381397, "prop/vol_nhoc_std": 0.2016528477235094, "prop/vol_nhoc_min": 0.016550292304680237, "prop/vol_nhoc_max": 0.9290164309624077, "prop/objective": 0.7654249797995201, "epoch": 30}
[1mEpoch 31[22m / 100, G_STEP 1 / 1, PG_Loss: 125.518
  1%|▏         | 2/156 [00:01<02:04,  1.24it/s]







































100%|██████████| 156/156 [01:18<00:00,  2.00it/s]
Total Computational Time: [1m 10.04 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9581    (95.96%)
Uniqueness:   8236    (85.96%)
Novelty:      7611    (92.41%)
Diversity:    0.88
Samples of Novel SMILES:
CC(C)C12CCCC(CC3(CC3)C1)C2C
C1CCC(C2CCCC3CC32)C1
CCCC12CC(CC3CCC1C3)C2
CCCC1CC(C)C(C)(CC)C1
CC1(C(CC2CC2)C2CC2)CC1
2025-08-17 09:32:51,281 INFO [eval] {"step": 30, "prop/validity": 0.9596354166666666, "prop/uniqueness": 0.8596179939463522, "prop/novelty": 0.9241136474016513, "prop/diversity": 0.8808739507862936, "prop/vol_nhoc_mean": 0.5431194512309724, "prop/vol_nhoc_std": 0.2012522214235015, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9533393514143234, "prop/objective": 0.7659211920953231, "epoch": 31}
[vol_nhoc]: [Mean: 0.543   STD: 0.201   MIN: 0.009   MAX: 0.953]
********************************************************************************
Updating Discriminator...
[1mEpoch 32[22m / 100, G_STEP 1 / 1, PG_Loss: 127.605
Generating 10000 samples for evaluation...






































 98%|█████████▊| 153/156 [01:16<00:01,  1.87it/s]

100%|██████████| 156/156 [01:17<00:00,  2.01it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9565    (95.80%)
Uniqueness:   8134    (85.04%)
Novelty:      7524    (92.50%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1(C)CC2CCC(C)(CC(C)C)C2C1
CCC(C)C1CC1(C)CC1CCCC1
CCC(CC)C(C)C
CCCCC(CCC)CCC(CC)CC
CCC1C2CCC3CCCCC3(C)C1C2
[vol_nhoc]: [Mean: 0.541   STD: 0.201   MIN: 0.009   MAX: 0.936]
********************************************************************************
Updating Discriminator...
2025-08-17 09:50:44,492 INFO [eval] {"step": 31, "prop/validity": 0.9580328525641025, "prop/uniqueness": 0.850392054364872, "prop/novelty": 0.9250061470371281, "prop/diversity": 0.8801889142939308, "prop/vol_nhoc_mean": 0.5405257461746233, "prop/vol_nhoc_std": 0.2012371314136399, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9361756031855205, "prop/objective": 0.76289650926307, "epoch": 32}
[1mEpoch 33[22m / 100, G_STEP 1 / 1, PG_Loss: 146.649
Generating 10000 samples for evaluation...







































100%|██████████| 156/156 [01:19<00:00,  1.96it/s]
Total Computational Time: [1m 10.63 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9624    (96.40%)
Uniqueness:   8136    (84.54%)
Novelty:      7566    (92.99%)
Diversity:    0.88
Samples of Novel SMILES:
CCC12CC(CC3CCC1C3)C2
CC1CC12C1CCCC1CC1CC12
CC1CCC2CCC(C)C23CC3C1
CCC1CC1(C)CCCCC1(C)CC1
CCC(CC)C(C)C
[vol_nhoc]: [Mean: 0.549   STD: 0.200   MIN: 0.009   MAX: 0.928]
********************************************************************************
2025-08-17 10:08:37,983 INFO [eval] {"step": 32, "prop/validity": 0.9640388660723229, "prop/uniqueness": 0.8453865336658354, "prop/novelty": 0.9299410029498525, "prop/diversity": 0.8803790778682975, "prop/vol_nhoc_mean": 0.5489872727915528, "prop/vol_nhoc_std": 0.20009040038409964, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9283825437003604, "prop/objective": 0.7674681896542233, "epoch": 33}
Updating Discriminator...
  1%|          | 1/156 [00:00<01:00,  2.55it/s]
[1mEpoch 34[22m / 100, G_STEP 1 / 1, PG_Loss: 133.147




































100%|██████████| 156/156 [01:12<00:00,  2.15it/s]
Total Computational Time: [1m 10.93 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9620    (96.35%)
Uniqueness:   8127    (84.48%)
Novelty:      7550    (92.90%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1(CCCC2CCCCC23CC3)CC1
CCC1(CC(C)C)CCC1CC1(C)CC1
CC1(C(CC2CC2)C2CC2)CC1
CC1CCC2(C1)CC2C
CC1CCC12CCCC2
2025-08-17 10:26:11,901 INFO [eval] {"step": 33, "prop/validity": 0.9635416666666666, "prop/uniqueness": 0.8448024948024948, "prop/novelty": 0.9290020917927895, "prop/diversity": 0.8812152158879174, "prop/vol_nhoc_mean": 0.5533941352872327, "prop/vol_nhoc_std": 0.19982302736494087, "prop/vol_nhoc_min": 0.016784845018014645, "prop/vol_nhoc_max": 0.9531894898412776, "prop/objective": 0.7688269047672832, "epoch": 34}
